hgnc_symbol	adipose	colon	heart	hypothalamus	kidney	liver	lung	ovary	skeletalmuscle	spleen	testes
BRD4	2.472	3.229	3.588	4.537	3.02	2.404	3.772	3.785	3.085	5.013	4.425
BRD4	3.052	4.146	4.497	5.715	3.977	2.931	4.885	5.833	3.957	6.747	5.512
BRD8	11.25	12.749	7.936	23.331	9.174	7.51	6.892	12.271	7.66	12.214	32.257
BRD8	8.279	9.522	5.995	17.431	6.943	5.578	5.181	9.302	5.73	9.21	28.171
BRD9	3.162	3.908	2.929	4.781	3.178	1.383	2.264	3.423	2.674	3.527	4.089
BRDT	0	0	0.022	0.011	0	0	0.068	0.006	0	0	25.863
BRE	6.654	6.874	7.204	9.472	9.447	6.616	4.281	5.545	5.211	7.968	7.139
BRF1	0.237	0.569	0.261	0.754	0.493	0.409	0.237	0.398	0.274	0.469	0.316
BRF1	0.271	0.471	0.219	0.704	0.502	0.41	0.154	0.352	0.231	0.409	0.261
BRI3BP	0.693	3.78	0.938	3.157	1.793	0.86	0.511	0.574	0.245	2.076	0.382
TDH	0	0	0	0.028	0	0	0	0.014	0	0	0.15
BRMS1L	0.909	0.517	2.612	4.868	1.887	1.207	0.918	1.613	1.868	1.622	2.112
BRS3	0	0	0	0.08	0	0	0	0.027	0	0	0.078
BRSK1	0.012	0.309	0.206	5.645	0.162	0	0.193	0.231	0.007	0.165	0.168
TEC	0.943	1.208	1.916	0.094	2.351	0.806	3.113	0.775	0.725	3.746	3.76
BRWD1	4.012	2.94	8.026	7.915	7.211	4.342	8.202	12.161	9.921	10.845	15.223
BRWD1	3.359	2.24	6.682	5.99	6.097	3.684	6.921	10.149	8.211	9.379	11.889
BSDC1	2.071	1.79	1.312	3.655	1.305	2.222	1.45	1.906	1.237	1.926	2.342
BSDC1	1.971	1.672	1.327	3.35	1.339	2.035	1.428	1.798	1.147	1.852	2.266
BSG	2.54	2.879	3.435	3.98	3.09	1.758	1.332	1.027	0.965	1.757	2.446
BSG	5.252	7.014	7.92	8.621	5.953	4.156	1.909	2.029	2.147	2.988	4.902
BSG	4.34	5.797	6.546	7.124	4.975	3.435	1.578	1.677	1.775	2.47	4.091
BSN	0.046	0.18	0.036	4.948	0.081	0.023	0.05	0.14	0.056	0.189	0.316
BSND	0	0	0	0.083	1.204	0	0	0	0	0.111	0
BSPRY	0	0.778	0.095	0.161	0.853	0.086	0.265	0.025	0	0.022	0.287
BTBD11	0.057	0.112	0.078	1.684	1.078	0.035	0.191	0.033	0.093	0.216	0.221
BTBD17	0	0	0	0.226	0	0	0	0	0	0	0
BTBD18	0.121	0.338	0.098	0.062	0.164	0.013	0.213	0.687	0.117	0.242	0.201
BTBD19	0.047	0.131	0.154	0.072	0.059	0.026	0.072	0.196	0.028	0	0.209
BTBD8	0.994	0.625	0.737	1.735	0.978	0.394	1.196	1.573	0.787	0.441	2.002
BTBD9	0.595	0.942	1.027	2.515	1.156	0.349	1.234	1.471	0.363	1.234	1.076
BTF3	7.067	4.362	5.16	6.127	3.366	9.083	4.735	8.997	4.412	5.215	2.163
BTG2	4.524	5.046	7.715	6.261	6.135	0.538	7.97	24.096	5.603	10.444	2.609
BTK	2.377	0.995	2.128	0.943	0.454	0.388	3.797	0.552	0.4	19.996	0.775
BTLA	0.072	0.092	0.012	0	0.048	0.026	0.12	0.063	0.014	2.257	0.031
BTN2A1	3.574	6.146	4.431	5.927	3.204	1.223	5.344	3.246	2.157	9.136	5.476
BTN3A1	5.863	5.417	5.383	2.793	4.9	1.594	18.262	15.283	3.687	30.337	5.835
BTN3A1	5.47	4.99	4.893	2.613	4.603	1.5	16.889	14.237	3.396	28.332	5.4
BTN3A3	5.037	2.263	2.07	2.149	1.944	1.267	4.534	3.837	1.43	11.095	1.547
BTNL8	0.041	1.1	0.052	0	0.093	0.135	0.345	0.043	0	0.212	1.098
BTNL8	0.105	1.275	0.044	0	0.08	0.116	0.31	0.037	0.053	0.182	0.942
BTNL8	0.099	1.212	0.042	0	0.075	0.109	0.292	0.035	0.05	0.217	0.887
BTNL9	19.131	1.014	5.077	1.429	1.314	0.996	12.576	0.73	1.436	5.886	0.901
BUB1B	1.168	1.223	0.508	0.233	0.198	0.022	0.853	0.426	0.071	1.357	5.553
BUB3	2.777	2.4	3.629	4.387	4.32	2.111	4.506	5.568	2.631	9.27	5.833
BYSL	1.384	1.008	1.705	2.113	1.071	2.402	0.468	1.139	2.324	1.416	1.198
TESSP1	0	0	0	0	0	0	0	0	0	0	0
C10orf11	1.976	0.721	0.857	0.17	0.998	0.227	0.602	0.345	0.025	0.399	0.51
C10orf111	0.064	0.075	0.033	0.088	0.032	0	0	0.045	0.039	0.074	0.183
C10orf113	0	0.397	0.252	0.439	0.43	0	0.981	0	0	0	0.363
THSD1P	0.189	0.206	0.208	0.249	0.202	0.07	0.178	0.237	0.076	0.414	0.251
C10orf12	3.03	3.887	3.577	3.668	4.324	1.925	4.71	6.996	4.731	9.035	6.314
C10orf137	1.468	0.96	1.616	2.143	1.899	0.876	1.431	3.936	1.724	3.843	6.278
C10orf140	0.167	0.207	0.43	0.333	0.551	0.313	0.107	0.874	0.047	0.15	0.518
C10orf26	5.585	2.841	3.852	3.338	3.61	7.434	3.794	4.377	4.865	6.427	3.763
C10orf32	1.636	0.518	2.231	2.475	3.09	3.809	2.069	1.466	1.412	3.938	2.891
C10orf35	0.307	0.645	0.641	5.282	1.585	0.414	0.472	0.089	0.372	0.142	0.656
C10orf41	0.018	0.076	0.018	0	0.082	0	0.084	0.047	0	0	0.031
C10orf50	0.068	0.048	0	0	0.034	0.037	0	0	0.021	0	0.377
C10orf53	0	0	0	0	0	0	0	0	0	0	5.101
C10orf58	55.311	8.606	10.281	21.481	16.239	8.066	2.214	3.902	3.32	3.777	10.479
C10orf62	0	0	0.108	0	0.553	0.168	0	0	0.166	0	7.594
C10orf67	0.05	0.079	0.044	0.142	0.252	0	0.48	0.189	0	0.052	0.139
TM4SF1	20.694	6.645	43.491	18.777	17.532	13.632	76.147	15.384	13.545	38.414	15.441
TMEM195	0.282	0.177	0.068	0.077	1.416	6.073	0.228	0.101	0.144	0.226	0.786
C10orf84	10.328	3.105	5.837	11.192	6.69	6.781	4.472	5.863	5.636	7.501	7.631
C10orf91	0	0	0	0	0	0	0	0	0	0	0
C10orf95	0.075	0.21	0	0.077	0.177	0.055	0.135	0	0	0.069	0.096
C10orf99	0	3.478	0	0	0	0	0	0	0	0	0
C11orf34	0.048	0.167	0.218	0.074	0.132	0.079	0.128	0.362	0.043	0.28	0.173
C11orf36	0	0	0	0	0	0	0	0	0	0	0.009
C11orf40	0	0	0	0	0	0	0	0.059	0.068	0	0.024
C11orf46	2.178	0.596	3.771	4.645	3.059	1.694	1.612	3.094	2.236	5.165	3.243
C11orf54	2.996	3.529	4.766	4.011	56.756	21.969	4.503	5.507	4.941	4.707	4.672
C11orf57	2.25	0.994	3.174	3.131	3.489	1.54	2.369	3.604	1.942	3.845	3.744
TMEM212	0.059	0.205	0.198	0.222	0.345	0	0.571	0.541	0.142	0.405	0.375
C11orf63	2.195	0.795	0.672	1.783	2.369	0.111	0.951	1.234	0.138	1.614	5.603
C11orf64	0	0	0	0	0	0	0	0	0	0	1.201
C11orf66	0.048	0.067	0	0.074	0.036	0.026	0.129	0	0.087	0	0.359
C11orf73	0.84	0.43	1.822	2.068	0.49	1.106	0.472	0.947	0.626	0.671	0.594
C11orf84	0.131	0.643	0.247	1.353	0.161	0.021	0.115	0.47	0.091	0.764	0.728
C11orf87	0	0	0	2.593	0.008	0	0.048	0	0	0	0
C11orf91	0.203	0	0.351	0.084	0.041	0	0.125	0	0.222	0.056	0.226
C11orf93	0.286	0.618	0.079	0.456	0.97	0	0.16	0.448	0.047	0.216	0.333
C11orf95	0.461	0.419	0.641	0.659	0.784	0.174	0.319	1.232	0.49	0.701	0.868
C12orf11	2.209	0.933	3.295	2.776	2.903	2.75	1.623	2.486	2.81	4.727	4.616
C12orf26	0.316	0.547	0.538	0.595	1.08	0.451	0.472	0.739	0.619	0.849	1.08
TNFRSF19	0.121	0.163	3.509	0.364	2.643	0.057	1.106	0.333	0.287	0.53	0.834
C12orf32	0.758	1.508	0.455	2.797	1.278	0.858	0.935	2.024	0.229	2.151	2.512
C12orf39	0	0	0	0.455	0.35	0	0	0	0.114	0	0
TOMM20	10.822	7.571	23.414	56.011	20.229	12.059	17.892	32.355	18.15	16.146	20.155
C12orf41	1.462	1.681	1.719	2.509	2.891	1.324	1.527	2.319	2.451	3.523	3.687
C12orf44	0.812	0.731	0.795	1.257	1.172	1.152	1.495	0.197	0.545	1.103	1.053
C12orf49	0.754	1.075	1.202	3.386	3.174	0.774	2.941	1.059	0.529	2.416	0.825
C12orf53	0.068	0.45	0.18	3.422	0.333	0	0.052	0.31	0	0.304	0.26
C12orf56	0	0.097	0	0.096	0.946	0	0	0	0	0	1.215
C12orf57	2.434	4.025	5.939	5.582	3.722	6.566	3.433	6.864	2.089	4.677	2.108
C12orf61	0.109	0.107	0.122	0	0.099	0.024	0.034	0.023	0.04	0.226	0.093
C12orf62	7.576	5.691	23.636	14.942	15.271	11.999	6.203	4.923	9.029	10.225	3.601
C12orf65	0.514	1.031	1.067	1.229	0.92	0.593	0.611	1.247	0.523	1.341	0.788
C12orf68	0.063	0.011	0.024	2.134	0.04	0	0	0.402	0.019	0.217	0.12
C12orf70	0.029	0	0.044	0	0	0	0.022	0	0.087	0.06	0.173
TRAPPC10	2.898	3.948	3.071	5.627	4.831	3.517	3.331	2.319	1.889	7.736	4.03
TRAPPC6A	0.831	0.42	0.469	0.953	2.239	1.274	0.995	0.242	0.196	0.639	0.256
C13orf23	0.952	1.545	2.015	2.008	2.4	0.708	1.508	1.616	1.059	4.666	2.442
C13orf27	1.183	0.179	1.835	1.089	2.859	3.882	0.984	1.556	1.53	1.792	12.649
C13orf31	3.933	2.02	4.293	4.992	3.252	2.155	4.513	2.114	0.841	5.167	8.654
C13orf35	0	0	0	0	0.041	0	0	0	0	0	0.028
TRIM53	0.043	0	0	0	0	0	0	0	0	0	0
C13orf38	0.45	0.143	0.208	1.14	0.579	0	0.22	0.086	0.025	0.085	9.598
C13orf38	0.472	0.138	0.2	1.217	0.615	0	0.212	0.165	0.024	0.082	10.057
C14orf101	0.603	0.458	0.56	0.96	1.422	0.893	0.855	1.208	0.423	2.031	1.284
C14orf102	1.572	2.296	1.635	2.318	2.693	2.319	1.016	2.619	1.752	2.427	2.331
C14orf104	0.625	0.867	1.164	1.223	1.611	1.782	1.012	1.418	0.718	2.216	1.368
C14orf109	5.777	3.31	5.353	5.252	7.527	3.655	6.774	4.248	4.257	6.006	4.123
TRIM61	0.419	0.016	0.413	0.384	0.141	0.026	0.072	0.584	0.155	0.612	1.232
C14orf138	1.247	0.827	1.599	3.024	1.977	1.617	2.439	2.517	1.523	4.825	3.381
TRIP4	5.559	5.604	6.876	5.063	12.242	5.494	5.933	5.95	2.314	9.642	6.256
C14orf147	2.782	3.004	2.413	3.738	3.066	6.363	6.275	1.714	1.439	1.744	2.593
C14orf153	4.252	2.103	6.098	4.939	4.219	3.412	1.83	2.894	6.897	3.763	5.79
C14orf156	19.879	7.476	29.201	21.081	27.881	27.212	10.83	6.452	15.048	18.075	15.328
C14orf159	1.994	2.933	5.591	2.624	4.5	0.62	1.492	1.771	5.057	3.156	2.892
C14orf159	2.056	2.836	5.437	2.538	4.834	0.598	1.533	1.822	4.927	3.088	3.178
C14orf166	64.915	27.99	125.155	66.298	44.156	56.626	39.37	78.351	66.715	55.718	111.46
C14orf167	0.496	0.457	0.35	0.649	1.764	1.094	0.474	0.563	0.3	0.719	0.485
C14orf169	0.194	0.188	0.326	0.169	0.309	0.313	0.275	0.258	0.172	0.567	1.191
C14orf177	0	0	0	0	0	0	0	0	0	0	0.037
C14orf183	0	0	0	0	0.095	0.125	0.029	0.02	0.114	0.104	0
C14orf19	2.682	1.923	1.751	2.306	1.387	0.352	1.032	2.539	2.204	1.06	1.282
TRPT1	0.648	0.545	2.084	1.248	1.549	0.906	0.332	0.407	3.951	0.866	0.996
C14orf37	1.823	1.076	3.49	12.995	10.708	0.315	0.926	9.837	0.642	0.61	10.416
C14orf43	1.532	1.819	0.987	1.633	1.399	0.435	1.932	2.36	1.304	3.452	1.832
C14orf48	0	0	0	0	0	0	0	0	0.036	0	0
C14orf50	0.575	0.238	0	0.512	0.172	0	0.241	0.027	0.222	0.072	3.293
TRPT1	0.524	0.489	1.683	1.008	1.251	0.732	0.268	0.329	3.192	0.7	0.805
TSSK2	0	0	0	0	0	0	0	0	0	0	0
TTLL1	0.705	0.343	0.348	1.698	0.178	0.043	0.362	0.451	0.249	0.379	1.079
C14orf86	0.015	0.032	0	0.189	0	0	0.012	0	1.796	0	0.49
C14orf93	0.903	1.168	0.467	0.753	0.807	0.498	1.122	2.063	0.873	1.273	1.016
TXNDC8	0	0	0	0	0	0	0	0	0	0	0.608
C15orf28	0.201	0.627	0.165	0.081	0.469	0.025	0.551	0.193	0.129	0.751	0.163
C15orf29	0.831	0.338	1.055	1.009	1.414	0.991	2.237	1.69	0.941	1.946	2.369
C15orf32	0	0	0	0	0	0	0	0	0	0	0.064
C15orf34	0.027	0.058	0.063	0.042	0.173	0	0.084	0	0	0.133	0.158
C15orf40	0.15	0.105	0.209	0.077	0.284	0.166	0.144	0.196	0.114	0.467	0.416
C15orf5	0.811	0.258	0.549	0.025	0.484	0.352	0.888	0.745	0.327	3.125	1.783
C15orf56	0	0	0.14	0.018	0.096	0.019	0	0	0	0	0.258
C15orf57	0.948	2.172	1.192	0.933	1.327	0.547	1.06	1.161	0.783	1.966	1.076
C15orf58	0.082	0.19	0.304	0.449	0.59	0.48	0.105	0.256	0.016	0.263	0.244
C15orf60	0	0	0.141	0.041	0.02	0.044	0	0.021	0	0.247	2.543
UBE2QP1	2.716	1.985	2.185	0.758	1.949	0.546	1.984	5.076	2.007	1.524	4.252
C16orf3	0.074	0.31	0.113	0.038	0.578	0.041	0	0.135	0.067	0.128	0.142
C16orf35	0.494	0.281	0.957	0.882	1.167	0.678	0.411	1.461	0.89	1.081	0.411
C16orf38	0	0	0	0	0	0	0	0	0	0	0
UBOX5	0.423	0.42	0.224	0.791	0.423	0.379	0.38	0.549	0.651	0.634	0.512
C16orf54	0.127	0.763	0.165	0.102	0.064	0.047	0.413	0.111	0.06	0.988	0.006
C16orf58	0.519	0.671	0.473	1.112	2.412	1.527	0.481	0.696	0.161	0.69	0.733
C16orf70	0.698	0.308	0.518	1.36	0.855	2.168	0.517	0.548	0.861	0.858	1.071
C16orf74	0	0.143	0	0	0	0	0	0	0	0.198	0
C16orf89	0.437	0.187	0.222	0.676	0.563	0	0.989	0.102	0.059	0.017	0.28
C16orf89	0.373	0.192	0.179	0.587	0.505	0.022	0.83	0.113	0.059	0.014	0.26
C16orf91	0.309	0.432	0.122	0.92	0.485	0.643	0.527	0.305	0.291	0.332	0.556
C16orf92	0	0	0	0	0	0	0	0	0	0	0
C16orf93	0	0.098	0.01	0.104	0.162	0.066	0.093	0.032	0	0	0.815
C17orf104	0.024	0	0.159	0.259	0.254	0.043	0.036	0.016	0.119	0.081	10.965
UCKL1AS	0.051	0.331	0.057	0.064	0.057	0.034	0.079	0.07	0.012	0.064	0.079
C17orf44	0.053	0.319	0.151	0.217	0.328	0.193	0.486	0.184	0.032	0.667	0.075
C17orf46	0	0	0	0	0	0	0	0	0	0.079	2.052
C17orf60	0.507	0.107	0.528	0.471	0.064	0.056	0.39	0.172	0.031	1.789	0.184
C17orf62	0.465	0.736	0.63	0.782	0.722	1.026	1.033	0.478	0.156	2.275	0.412
C17orf65	0.114	0.481	0.149	0.101	0.306	0.144	0.201	0.231	0.178	0.339	0.105
UCRC	8.361	9.653	16.596	18.576	8.5	15.125	2.926	2.049	10.971	5.157	5.951
C17orf70	0	0.043	0.026	0.052	0.082	0.045	0.031	0.053	0.043	0.07	0.03
C17orf76	0.138	0.925	0.224	0.426	0.299	0.121	0.286	0.158	0.458	0.828	0.505
C17orf77	0.044	0.112	0.022	0.015	0.022	0.016	0.011	0.038	0.018	0.02	0.006
C17orf79	7.297	2.198	7.27	13.52	6.18	5.887	2.535	5.275	3.611	3.581	11.611
C17orf80	3.182	1.151	3.906	3.464	4.379	2.18	2.004	3.779	4.575	4.269	9.066
C17orf81	1.243	1.462	1.767	1.616	1.218	1.042	0.841	0.741	0.572	0.98	4.183
C17orf85	2.36	3.149	2.843	2.634	3.399	2.081	3.072	3.739	1.786	4.213	3.903
C17orf91	3.017	0.698	5.734	0.914	5.423	3.039	2.182	2.078	0.645	6.901	1.2
C17orf98	0.324	0	0	0	0	0	0	0.034	0	0	0.582
C18orf1	1.395	1.23	2.559	4.96	1.029	2.591	0.952	0.777	0.425	2.886	1.433
C18orf19	1.047	0.8	2.802	1.786	1.573	2.482	0.725	0.987	1.582	1.071	1.452
C18orf25	1.516	2.001	3.095	2.826	2.064	1.135	2.037	2.575	4.097	2.971	4.284
C18orf25	1.471	1.953	2.992	2.739	2.008	1.097	1.979	2.5	3.959	2.886	4.144
C18orf26	0.054	0.076	0.018	0.056	0.878	4.437	0.07	0.066	0.022	0.238	0.054
C18orf45	0.16	0.12	0.131	0.443	0.273	0.122	0.321	0.109	0.037	0.263	0.136
C18orf54	0.292	0.287	0.375	0.362	0.247	0.056	0.821	0.983	0.199	1.198	3.406
C18orf55	7.54	5.247	23.916	12.992	11.337	9.455	2.983	6.35	9.539	10.115	7.095
C18orf8	2.266	1.919	2.567	4.066	3.86	5.374	2.563	2.089	1.239	4.831	3.893
C19orf12	2.181	0.385	1.225	1.52	1.181	1.726	0.467	0.666	0.867	0.863	0.672
C19orf2	29.989	21.442	40.48	46.917	31.833	31.467	34.601	47.8	45.767	42.986	60.681
C19orf23	0.054	0.247	0	0	0.082	0	0.042	0.17	0	0.019	0.139
C19orf25	0.033	0.091	0.058	0.134	0.074	0.072	0	0.094	0	0.135	0.069
C19orf29	0.412	0.721	0.383	0.453	0.471	0.363	0.201	0.395	0.332	0.437	0.604
C19orf39	0.11	0.309	0.079	0.046	0.1	0.122	0.187	0.104	0.013	0.138	0.057
UOX	0.024	0.133	0	0.073	0.012	0	0	0.136	0.1	0.016	0.142
C19orf48	0.286	0.648	0.268	0.136	0.334	0.194	0.22	0.392	0.16	0.533	0.357
C19orf51	0	0.095	0.224	0.052	0.068	0.019	0.248	0.062	0	0.105	2.416
C19orf56	0.426	0.06	0.411	0.352	0.452	0.518	0.426	0.179	0.181	0.649	0.273
C19orf6	0.488	0.75	0.606	0.812	1.191	0.613	0.73	0.341	0.517	1.294	1.367
C19orf60	0.96	0.731	0.381	1.163	0.737	0.184	0.417	0.568	0.556	0.693	0.214
UPLP	0.055	0.288	0.125	0	0.111	0.03	0.021	0.086	0.066	0.057	0
C19orf70	0.734	0.886	0.725	1.558	0.803	0.495	0.314	0.107	0.519	0.339	0.401
C19orf71	0.11	0.038	0.056	0	0.581	0.06	0.042	0.172	0.199	0.076	0.281
C1GALT1C1	2.671	1.437	3.724	1.638	2.942	3.374	1.414	1.266	0.598	2.41	2.637
C1orf103	1.544	0.356	4.168	3.753	2.35	2.466	1.969	4.03	3.495	5.298	12.341
C1orf103	1.365	0.47	2.823	2.67	2.424	1.725	1.457	5.473	2.527	5.277	10.378
C1orf106	0.018	1.109	0.05	0.046	1.073	0.01	0.308	0.005	0	0.018	0.171
C1orf106	0.018	1.145	0.049	0.046	1.071	0.01	0.306	0.005	0	0.018	0.17
C1orf115	9.402	6.714	3.161	17.657	12.296	20.734	5.911	5.042	1.369	12.167	3.277
C1orf116	0	0.779	0.032	0	0.593	0.038	5.967	0.014	0.067	0.024	0
C1orf124	0.892	0.551	0.999	1.313	1.139	1.389	0.958	0.926	2.121	1.315	1.983
USP27X	0.545	0.534	0.94	5.409	1.127	1.082	0.586	3.925	0.478	1.582	1.215
C1orf129	0.035	0.049	0.029	0	0.023	0.013	0.357	0.073	0	0.048	0.238
C1orf130	0.028	0.28	0.061	0.211	0.136	0.072	0.422	0.029	0.068	0.096	0.091
C1orf133	0.184	1.414	0.093	0.474	0.162	0	0.071	0.216	0.056	0.063	0.274
C1orf157	0	0	0	0	0	0	0	0	0	0	0.031
C1orf159	0	0	0	0.018	0.018	0	0	0	0	0	0.015
WDR16	0.033	0.023	0	0.501	0.042	0.055	0.708	0.123	0	0.035	1.452
C1orf172	0	0.144	0	0	0.125	0	0	0	0	0	0
C1orf177	0	0.257	0	0.022	0.185	0	0.017	0.034	0	0.015	0.24
C1orf182	0.098	0.103	0	0	0	0.162	0	0	0	0	12.483
C1orf187	0.021	0.044	0	0.363	0.031	0	0.032	0.076	0	0.029	0.124
C1orf198	2.038	0.64	2.548	4.107	0.942	0.424	3.062	1.932	2.888	0.984	0.953
C1orf201	0.47	0.236	0.224	1.682	0.474	0.081	0.361	0.453	0.116	0.345	1.8
VPS35	8.607	4.078	15.782	20.415	12.767	4.699	10.197	14.938	6.993	17.973	20.27
WAC	18.288	13.422	23.49	23.328	16.994	13.352	22.393	25.965	15.19	32.005	28.776
C1orf204	0.059	0.041	0.082	0.409	0.185	0	0.068	0.384	0.151	0.061	0.301
C1orf213	0.391	0.128	0.126	0.283	0.244	0	0.16	0.327	0.308	0.325	0.379
C1orf226	0.303	0.71	0.267	0.165	0.652	2.435	0.199	0.098	0.022	0.16	0.141
WASH5P	0	0	0	0	0	0	0	0	0	0	0
C1orf38	3.767	1.087	2.193	1.532	0.457	1.236	5.856	0.516	0.409	20.521	2.692
C1orf43	9.17	4.376	10.676	12.417	10.423	18.826	6.607	3.361	11.658	7.158	6.139
C1orf50	0.578	0.556	1.448	1.453	0.948	1.593	0.361	1.152	1.181	0.874	1.604
C1orf52	2.731	1.564	3.021	6.554	2.435	1.363	2.643	2.58	1.871	4.152	4.314
WDR51A	0.054	0.451	0.064	0.406	0.099	0.178	0.083	0.075	0.141	0.173	0.428
WDR51A	0.049	0.409	0.058	0.368	0.09	0.161	0.087	0.068	0.128	0.157	0.388
C1orf65	0	0	0	0	0.018	0	0	0	0	0	0.613
WHSC1L1	6.838	4.493	7.928	11.798	9.138	3.62	12.401	17.573	6.234	15.65	9.974
C1orf69	0.488	0.527	0.882	0.455	1.049	0.41	0.561	1.451	0.734	1.044	0.619
WNK3	0.028	0.093	0.566	1.908	1.113	4.227	0.201	2.543	0.069	0.275	13.205
C1orf88	0.016	0.077	0.453	0.775	0.364	0	1.192	0.221	0.047	0	0.615
XAGE1B	0	0	0	0	0	0	0	0	0	0	0
C1orf97	1.843	0.408	1.478	1.602	1.641	2.355	0.821	0.888	0.353	1.577	19.577
C1QBP	16.923	21.491	51.005	46.653	42.901	58.209	18.918	17.561	35.241	46.968	36.704
C1QC	14.491	3.152	14.635	12.566	2.195	9.559	17.193	2.081	2.259	73.177	3.713
C1QTNF3	0.351	0.637	0.142	0.832	0.626	0.068	0.405	0.643	0.263	0.336	0.53
C1QTNF5	0	0	0	0	0	0	0	0	0	0	0
C1QTNF6	0.044	0.047	0	0.046	0.101	0.049	0.085	0.035	0.027	0.031	0.028
C1QTNF7	3.159	1.141	1.182	0.424	1.653	0.091	2.455	6.099	0.712	3.208	2.389
C2	4.854	1.967	2.536	2.244	2.098	47.982	5.177	1.05	0.58	8.611	0.663
C20orf108	12.555	5.714	12.668	7.133	7.482	19.635	6.342	24.414	11.13	7.142	11.054
C20orf111	11.306	4.515	9.795	10.605	7.466	10.618	11.643	15.571	22.62	16.526	30.037
C20orf12	0.241	0.125	0.123	0.466	0.408	0.012	0.218	0.516	0.051	0.167	0.748
C20orf123	0	0	0	0	0	0	0	0	0	0	0
C20orf141	0	0	0	0	0	0	0	0	0	0	0.561
C20orf151	0	0.092	0	0	0.007	0	0	0	0	0	0
C20orf166	0.03	0.738	0.733	0.031	0.046	0	0	0.031	2.935	0.104	0.013
C20orf173	0	0	0	0	0	0	0	0	0	0	0.326
XAGE1D	0	0	0	0	0	0	0	0	0	0	0
XAGE1D	0	0	0	0	0	0	0	0	0	0	0
C20orf30	11.711	4.55	12.581	9.044	14.217	13.56	11.042	9.633	8.069	13.725	9.196
C20orf30	10.917	4.242	11.729	8.455	13.266	12.641	10.312	9.005	7.522	12.795	8.583
C20orf30	10.153	4.035	10.883	7.807	12.361	11.753	9.582	8.35	7.044	11.908	8.013
C20orf43	14.296	6.16	13.487	21.645	13.256	12.038	9.352	12.036	12.272	17.848	21.074
C20orf70	0	0	0	0	0	0	0	0	0	0	0
C20orf79	0	0	0	0	0	0	0	0	0	0	0.235
XIAP	3.134	1.913	3.884	5.269	5.937	3.265	4.831	4.17	3.69	7.015	4.105
C20orf96	1.015	0.943	0.396	1.608	1.526	0.208	0.872	0.828	0.029	0.621	3.752
C21orf129	0	0.076	0	0	0.036	0.02	0.069	0	0	0	0
C21orf131	0	0.038	0.009	4.122	0	0	0	0	0	0	0
ZDHHC20	1.084	0.706	1.062	3.953	0.624	0.779	2.074	1.292	0.549	2.51	3.014
C21orf49	0.278	0.671	0.063	0.128	0.468	0.068	0.285	0.582	0.206	0.257	0.541
ZFP62	2.073	1.942	2.502	3.885	4.279	0.672	2.168	7.765	2.814	5.176	3.872
C21orf58	0.012	0.043	0.038	0.051	0.087	0	0.19	0.11	0.015	0.034	0.106
C21orf62	0.065	0.162	0.019	0.249	0.95	0.01	0.014	1.27	0.067	0.103	0.146
C21orf62	0.064	0.159	0.018	0.244	1.119	0.01	0.014	1.302	0.066	0.1	0.143
ZG16	0	2.777	0	0	0	0.18	0	0	0	0	0
C21orf7	0.773	0.348	2.71	0.437	1.013	0.934	2.676	1.146	11.794	2.151	0.975
C21orf88	0.101	0.213	0.051	0.131	0.038	0.028	0.019	0.159	0.092	0.07	0.087
C21orf90	0	0	0	0	0	0	0	0	0	0.097	0
C21orf91	0.676	0.222	1.029	2.504	0.86	1.037	1.882	1.853	0.716	2.421	5.17
ZNF101	2.051	1.915	2.314	2.273	3.452	1.257	3.35	2.663	1.058	16.305	3.353
RAB15	0.271	2.366	6.399	6.771	2.821	3.357	1.749	0.68	0.728	1.206	0.68
C22orf29	0.232	0.539	0.45	1.422	0.648	0.385	0.558	0.996	0.416	1.137	0.619
C22orf33	0	0.074	0	0	0	0	0	0	0	0	17.478
C22orf42	0	0	0.023	0.329	0	0	0	0	0	0.032	0.039
C2CD4A	0.021	0.045	0.005	0.022	0.048	0.329	0.295	0.033	0.006	0	0.109
C2CD4B	0.21	0.082	0.035	0	0	0	0.108	0	0.028	0	0.01
C2orf18	0.629	0.335	0.481	0.358	1.711	0.694	0.592	0.314	0.29	0.798	0.689
C2orf42	0.626	0.234	0.591	1.111	0.999	0.867	0.313	0.99	0.573	1.439	4.256
C2orf43	1.826	1.098	1.266	1.658	3.623	2.837	1.404	2.334	0.265	3.983	2.537
C2orf44	0.301	0.3	0.385	0.622	0.314	0.343	0.105	0.453	0.418	0.484	0.602
C2orf52	0.659	0.662	0.494	0.975	0.694	0.063	0.529	2.743	0.59	0.812	3.291
C2orf53	0	0	0	0	0	0	0	0.009	0	0	1.612
C2orf57	0	0.093	0	0	0	0	0	0	0	0	3.969
C2orf58	0.231	0.162	0.075	0.087	0.064	0.069	0.048	0.077	0.013	0.392	0.17
C2orf60	0.533	0.359	0.705	0.811	1.347	0.815	0.768	0.773	0.286	1.811	0.914
C2orf61	0.034	0.012	0.017	0.053	0	0	0.079	0.269	0.021	0.131	0.139
C2orf66	0	0	0	0.027	0	0.175	0	0.028	0	0	0.011
C2orf67	1.052	0.395	1.523	1.583	4.006	0.689	2.015	4.066	1.496	2.347	2.6
C2orf84	0.228	0.029	0.357	0.427	0.073	0	0.35	0.325	0.063	0.115	2.325
RAB40AL	0	0.025	0	0	0	0	0	0	0	0	0
