Gene	Module	kME
DCAF7	P1_I2_M3	0.83
GH2	P1_I2_M11	0.99
CSH1	P1_I2_M11	0.98
LIMD2	P1_I2_M5	0.94
BRIP1	P1_I2_M1	0.92
SCN2A	P1_I2_M4	0.96
7-Mar	P1_I2_M3	0.83
ERMN	P1_I2_M4	0.98
BLK	P1_I2_M5	0.91
EPRS	P1_I2_M7	0.88
HLX	P1_I2_M14	0.89
IL10	P1_I2_M1	0.93
IL1RN	P1_I2_M17	0.97
IL36A	P1_I2_M17	0.98
IL36B	P1_I2_M1	0.95
IL1F10	P1_I2_M1	0.97
CFC1	P1_I2_M1	0.9
WDR33	P1_I2_M3	0.88
SAP130	P1_I2_M2	0.97
BIN1	P1_I2_M8	0.94
GAD2	P1_I2_M1	0.82
YME1L1	P1_I2_M3	0.83
ODF2	P1_I2_M2	0.93
FAM129B	P1_I2_M17	0.89
OR1J1	P1_I2_M1	0.99
OR13C9	P1_I2_M1	0.99
STXBP1	P1_I2_M4	0.97
SLC2A8	P1_I2_M2	0.85
ZFP37	P1_I2_M1	0.95
SLC31A2	P1_I2_M25	0.83
ZNF189	P1_I2_M12	0.92
STX17	P1_I2_M3	0.86
PRPF4	P1_I2_M3	0.82
BAAT	P1_I2_M6	0.99
TEX10	P1_I2_M2	0.82
WDR38	P1_I2_M18	0.98
GABBR2	P1_I2_M4	0.98
OR1L4	P1_I2_M1	0.99
RPL35	P1_I2_M15	0.92
LMX1B	P1_I2_M1	0.91
DSCC1	P1_I2_M1	0.96
NOV	P1_I2_M20	0.99
UBAP2	P1_I2_M2	0.89
RNF38	P1_I2_M2	0.86
TLN1	P1_I2_M16	0.84
SIT1	P1_I2_M5	0.91
IFNA21	P1_I2_M1	0.99
DMRT1	P1_I2_M2	0.98
SPAG8	P1_I2_M18	0.88
CD72	P1_I2_M5	0.93
GRHPR	P1_I2_M6	0.87
ARHGEF39	P1_I2_M1	0.98
RPS6	P1_I2_M15	0.97
TFAP2A	P1_I2_M9	0.81
SLC22A7	P1_I2_M6	0.97
FRS3	P1_I2_M1	0.85
CAPN11	P1_I2_M2	0.98
TINAG	P1_I2_M13	0.97
HCRTR2	P1_I2_M1	0.99
KIAA0319	P1_I2_M1	0.91
TUBB2A	P1_I2_M4	0.94
BPHL	P1_I2_M13	0.92
TUBB2B	P1_I2_M4	0.96
TCF19	P1_I2_M1	0.91
MDC1	P1_I2_M1	0.97
PGBD1	P1_I2_M1	0.96
ATAT1	P1_I2_M1	0.99
CLPS	P1_I2_M24	1.0
NRM	P1_I2_M1	0.99
VARS2	P1_I2_M1	0.98
C6orf52	P1_I2_M1	0.86
FGFBP1	P1_I2_M17	0.99
CPEB2	P1_I2_M2	0.88
MGARP	P1_I2_M20	0.99
TTC29	P1_I2_M2	0.96
ANKRD42	P1_I2_M2	0.9
IL18BP	P1_I2_M5	0.83
CCDC90B	P1_I2_M2	0.82
TTPA	P1_I2_M6	0.97
SLCO5A1	P1_I2_M1	0.98
NXPE4	P1_I2_M21	0.95
MMP20	P1_I2_M1	0.99
MMP27	P1_I2_M1	0.97
C11orf70	P1_I2_M2	0.8
YAP1	P1_I2_M16	0.84
TRIM29	P1_I2_M9	0.82
BTG4	P1_I2_M2	0.97
POU2F3	P1_I2_M9	0.96
RDX	P1_I2_M20	0.85
PPP2R1B	P1_I2_M2	0.91
FDX1	P1_I2_M20	0.99
ARHGAP20	P1_I2_M1	0.85
MMP13	P1_I2_M1	0.99
TMPRSS13	P1_I2_M9	0.87
ALKBH8	P1_I2_M1	0.95
UNC13C	P1_I2_M1	0.86
SQRDL	P1_I2_M21	0.89
KNL1	P1_I2_M2	0.91
RTF1	P1_I2_M3	0.94
PAQR5	P1_I2_M13	0.82
TUBGCP4	P1_I2_M1	0.93
SMAD6	P1_I2_M1	0.83
PLCB2	P1_I2_M5	0.93
SLC28A2	P1_I2_M10	0.96
CYP19A1	P1_I2_M11	0.99
BCL2L10	P1_I2_M1	0.96
SPTBN5	P1_I2_M1	0.99
GCOM1	P1_I2_M1	0.95
TTLL7	P1_I2_M4	0.93
BRDT	P1_I2_M2	0.95
SLC44A5	P1_I2_M1	0.89
DNASE2B	P1_I2_M25	0.93
CGREF1	P1_I2_M4	0.88
PNPT1	P1_I2_M1	0.94
LHCGR	P1_I2_M1	0.99
THUMPD2	P1_I2_M1	0.98
SULT6B1	P1_I2_M1	0.99
PREB	P1_I2_M12	0.83
ABCG5	P1_I2_M10	0.93
PREPL	P1_I2_M4	0.83
SLC3A1	P1_I2_M13	0.94
FBXO11	P1_I2_M3	0.91
CENPO	P1_I2_M1	0.94
TRIM54	P1_I2_M8	0.97
CYP2C9	P1_I2_M6	0.98
MFSD13A	P1_I2_M1	0.88
CYP2C8	P1_I2_M6	0.99
LBX1	P1_I2_M1	0.94
ATAD1	P1_I2_M3	0.83
CUZD1	P1_I2_M24	1.0
CEP55	P1_I2_M2	0.83
KIF20B	P1_I2_M1	0.91
RBP4	P1_I2_M6	0.99
DBR1	P1_I2_M1	0.83
DNAJC13	P1_I2_M3	0.85
ANXA7	P1_I2_M7	0.93
ASCC1	P1_I2_M3	0.87
ZNF365	P1_I2_M4	0.94
OIT3	P1_I2_M6	0.91
ADAMTS14	P1_I2_M1	0.88
RPS24	P1_I2_M15	0.86
TET1	P1_I2_M1	0.99
DNA2	P1_I2_M1	0.97
MYPN	P1_I2_M8	0.97
BARD1	P1_I2_M1	0.93
STAT4	P1_I2_M2	0.88
MSTN	P1_I2_M1	0.98
CARF	P1_I2_M2	0.87
ASNSD1	P1_I2_M3	0.84
SSB	P1_I2_M3	0.83
PPIG	P1_I2_M3	0.86
MDH1B	P1_I2_M2	0.83
CIR1	P1_I2_M3	0.82
CHRNA1	P1_I2_M1	0.95
WDR12	P1_I2_M1	0.98
SLC35A5	P1_I2_M3	0.88
DIRC2	P1_I2_M1	0.88
GUCA1C	P1_I2_M1	0.89
CCDC54	P1_I2_M2	0.97
MNS1	P1_I2_M2	0.95
USP8	P1_I2_M3	0.87
SPPL2A	P1_I2_M7	0.84
APH1B	P1_I2_M2	0.95
INTS14	P1_I2_M3	0.86
PARP16	P1_I2_M1	0.83
HCN4	P1_I2_M1	0.99
UBL7	P1_I2_M3	0.86
ARHGAP24	P1_I2_M13	0.85
FAM13A	P1_I2_M7	0.83
HERC5	P1_I2_M2	0.95
PCDH10	P1_I2_M4	0.82
NDST4	P1_I2_M1	0.99
ZGRF1	P1_I2_M1	0.98
AP1AR	P1_I2_M7	0.82
FGF5	P1_I2_M1	0.97
GPAT3	P1_I2_M13	0.82
IL21	P1_I2_M1	0.85
KIAA1109	P1_I2_M7	0.91
RAP1GDS1	P1_I2_M4	0.88
LARP1B	P1_I2_M2	0.92
TRPC3	P1_I2_M1	0.98
NUP54	P1_I2_M3	0.82
FRAS1	P1_I2_M1	0.81
CDKL2	P1_I2_M2	0.89
CENPE	P1_I2_M1	0.94
GSTCD	P1_I2_M1	0.89
INTS12	P1_I2_M3	0.83
CASP6	P1_I2_M10	0.83
EGF	P1_I2_M13	0.96
SEC24B	P1_I2_M3	0.85
C4orf17	P1_I2_M2	0.93
PPP3CA	P1_I2_M4	0.83
SLC39A8	P1_I2_M23	0.83
MTTP	P1_I2_M10	0.9
FBN2	P1_I2_M11	0.98
MAPK8IP3	P1_I2_M4	0.91
TTLL8	P1_I2_M1	0.99
PARVG	P1_I2_M5	0.96
B4GALNT3	P1_I2_M22	0.87
PDE6H	P1_I2_M1	0.98
ERP27	P1_I2_M24	0.94
YARS2	P1_I2_M1	0.93
ALG10	P1_I2_M1	0.99
PLCZ1	P1_I2_M2	0.97
AEBP2	P1_I2_M3	0.88
ETFBKMT	P1_I2_M1	0.95
TMEM117	P1_I2_M1	0.93
CLSTN3	P1_I2_M4	0.87
KLRG1	P1_I2_M1	0.82
CD27	P1_I2_M5	0.9
RBP5	P1_I2_M13	0.91
PIANP	P1_I2_M4	0.96
SLC38A4	P1_I2_M6	0.99
PPFIA2	P1_I2_M4	0.97
ANP32D	P1_I2_M1	0.99
INHBE	P1_I2_M6	0.95
TPH2	P1_I2_M1	0.99
PTPRQ	P1_I2_M1	0.98
KERA	P1_I2_M1	0.99
SYCP3	P1_I2_M2	0.97
ASCL1	P1_I2_M1	0.88
GAS2L3	P1_I2_M1	0.96
TMEM132B	P1_I2_M1	0.84
FOXN4	P1_I2_M1	0.97
NUP58	P1_I2_M2	0.89
SUOX	P1_I2_M7	0.87
CCDC65	P1_I2_M2	0.88
SLC39A5	P1_I2_M10	0.91
RDH16	P1_I2_M6	1.0
DHH	P1_I2_M1	0.88
NPFF	P1_I2_M12	0.99
CELA1	P1_I2_M1	0.98
SMARCC2	P1_I2_M3	0.86
BRCA2	P1_I2_M1	0.98
ITGB7	P1_I2_M5	0.92
C12orf10	P1_I2_M2	0.82
KRT71	P1_I2_M1	0.97
ZNF740	P1_I2_M1	0.84
SMIM2	P1_I2_M2	0.9
HNRNPA1L2	P1_I2_M1	0.97
SBNO1	P1_I2_M2	0.96
MORN3	P1_I2_M1	0.98
VPS33A	P1_I2_M1	0.88
DENR	P1_I2_M7	0.89
DIAPH3	P1_I2_M2	0.92
SLAIN1	P1_I2_M4	0.96
RBM26	P1_I2_M3	0.83
SRRM4	P1_I2_M1	0.93
METTL21C	P1_I2_M12	0.89
RNF113B	P1_I2_M2	0.99
ZIC5	P1_I2_M1	0.99
ABHD13	P1_I2_M1	0.84
GRTP1	P1_I2_M10	0.89
CDH24	P1_I2_M1	0.95
REM2	P1_I2_M1	0.97
TSSK4	P1_I2_M2	0.94
NOVA1	P1_I2_M4	0.87
FITM1	P1_I2_M8	0.98
MDGA2	P1_I2_M1	0.98
FRMD6	P1_I2_M16	0.82
RTN1	P1_I2_M4	0.97
C14orf37	P1_I2_M1	0.93
SYT16	P1_I2_M1	0.88
ADAM21	P1_I2_M1	0.93
RDH12	P1_I2_M9	0.87
ESR2	P1_I2_M1	0.95
KCNH5	P1_I2_M1	0.99
EFCAB11	P1_I2_M2	0.97
AK7	P1_I2_M18	0.91
FAM181A	P1_I2_M1	0.95
SLC24A4	P1_I2_M1	0.97
SERPINA10	P1_I2_M6	1.0
SLC25A47	P1_I2_M6	0.98
WDR20	P1_I2_M2	0.8
SLC12A6	P1_I2_M2	0.87
MFAP1	P1_I2_M3	0.95
HDC	P1_I2_M12	0.88
GTF2A2	P1_I2_M2	0.88
DISP2	P1_I2_M1	0.98
CDAN1	P1_I2_M1	0.89
PSTPIP1	P1_I2_M14	0.85
BCL2A1	P1_I2_M14	0.93
NEIL1	P1_I2_M1	0.9
MESDC1	P1_I2_M1	0.87
TPM1	P1_I2_M19	0.9
PIF1	P1_I2_M1	0.97
CYP11A1	P1_I2_M20	0.99
ADAMTS17	P1_I2_M1	0.99
LINS1	P1_I2_M1	0.82
GOLGA6D	P1_I2_M1	0.91
CCDC33	P1_I2_M18	0.99
CELF6	P1_I2_M1	0.91
CYP1A2	P1_I2_M6	1.0
HAPLN3	P1_I2_M1	0.87
RHCG	P1_I2_M17	0.98
RLBP1	P1_I2_M1	0.98
FANCI	P1_I2_M2	0.83
WDR93	P1_I2_M1	0.82
TICRR	P1_I2_M1	0.98
NTRK3	P1_I2_M4	0.88
DET1	P1_I2_M1	0.85
ST8SIA2	P1_I2_M1	0.98
12-Sep	P1_I2_M2	0.98
ITGAX	P1_I2_M5	0.86
TGFB1I1	P1_I2_M16	0.91
ARMC5	P1_I2_M1	0.91
MYLK3	P1_I2_M19	0.92
ABCC12	P1_I2_M1	0.99
NKD1	P1_I2_M1	0.93
MARVELD3	P1_I2_M10	0.86
NLRC5	P1_I2_M5	0.94
CMTM2	P1_I2_M2	0.93
MBTPS1	P1_I2_M3	0.83
ZCCHC14	P1_I2_M2	0.91
TLDC1	P1_I2_M1	0.83
ADAD2	P1_I2_M2	0.92
OSGIN1	P1_I2_M6	0.82
IRF8	P1_I2_M5	0.89
RPL3L	P1_I2_M8	0.99
ZSCAN32	P1_I2_M1	0.88
RPS2	P1_I2_M15	0.9
NDUFB10	P1_I2_M8	0.87
PDPK1	P1_I2_M7	0.87
TIGD7	P1_I2_M1	0.84
NCOR1	P1_I2_M3	0.82
GID4	P1_I2_M2	0.97
ZNF287	P1_I2_M1	0.92
CTRL	P1_I2_M24	1.0
DPEP3	P1_I2_M2	0.98
UNC45B	P1_I2_M19	0.86
OR4D1	P1_I2_M1	0.99
KIF2B	P1_I2_M2	0.98
C17orf80	P1_I2_M2	0.9
VPS53	P1_I2_M1	0.96
SPATA22	P1_I2_M2	0.94
RHBDL3	P1_I2_M1	0.84
SPACA3	P1_I2_M2	0.99
ARSG	P1_I2_M12	0.87
C17orf64	P1_I2_M2	0.96
SS18	P1_I2_M3	0.89
TAF4B	P1_I2_M1	0.99
PRELID3A	P1_I2_M1	0.85
C18orf21	P1_I2_M2	0.81
ASXL3	P1_I2_M1	0.99
MEP1B	P1_I2_M10	0.94
SLC25A52	P1_I2_M1	0.93
GAREM1	P1_I2_M1	0.82
ESCO1	P1_I2_M2	0.87
GREB1L	P1_I2_M1	0.94
NPC1	P1_I2_M7	0.86
SLC13A5	P1_I2_M6	0.98
WRAP53	P1_I2_M1	0.83
ASGR1	P1_I2_M6	0.99
PIK3R5	P1_I2_M14	0.88
CCDC40	P1_I2_M1	0.8
TMC6	P1_I2_M5	0.93
CARD14	P1_I2_M1	0.85
TTYH2	P1_I2_M4	0.98
RAB40B	P1_I2_M4	0.89
NARF	P1_I2_M2	0.9
RPTOR	P1_I2_M1	0.94
CBX8	P1_I2_M1	0.92
SECTM1	P1_I2_M10	0.8
CEP131	P1_I2_M1	0.85
CBX4	P1_I2_M14	0.94
RNF165	P1_I2_M1	0.92
MAPK4	P1_I2_M7	0.83
MBD1	P1_I2_M2	0.82
SMAD4	P1_I2_M3	0.89
FBXO15	P1_I2_M1	0.98
PMAIP1	P1_I2_M14	0.89
PNMT	P1_I2_M20	0.99
ARL5C	P1_I2_M1	0.99
CACNA1A	P1_I2_M1	0.91
MISP3	P1_I2_M1	0.89
SLC39A3	P1_I2_M2	0.84
TPGS1	P1_I2_M1	0.96
ZIM3	P1_I2_M1	0.99
PRDM15	P1_I2_M1	0.96
FEM1A	P1_I2_M8	0.98
VAV1	P1_I2_M5	0.97
CIB3	P1_I2_M1	0.99
DMRTC2	P1_I2_M2	0.98
ZFP14	P1_I2_M1	0.95
HUNK	P1_I2_M1	0.95
COL6A2	P1_I2_M16	0.82
DNMT3L	P1_I2_M1	0.9
SCYL1	P1_I2_M3	0.83
DOPEY2	P1_I2_M7	0.89
URB1	P1_I2_M1	0.87
NTN5	P1_I2_M1	0.99
LMTK3	P1_I2_M1	0.85
CBLC	P1_I2_M10	0.83
ADAMTS10	P1_I2_M1	0.97
SLC6A3	P1_I2_M1	0.99
NLRP12	P1_I2_M1	0.97
CACNG8	P1_I2_M1	0.81
TIMM29	P1_I2_M1	0.95
FBN3	P1_I2_M1	0.99
TM4SF5	P1_I2_M10	0.96
GPR32	P1_I2_M7	0.95
SIGLEC10	P1_I2_M5	0.88
ACPT	P1_I2_M1	0.99
ZNF473	P1_I2_M2	0.99
FAM71E1	P1_I2_M2	0.95
RPS11	P1_I2_M15	0.98
PTH2	P1_I2_M1	0.99
CTD-2545M3.6	P1_I2_M1	0.99
RPL13A	P1_I2_M15	0.91
CTU1	P1_I2_M1	0.99
IGLON5	P1_I2_M1	0.94
ZNF614	P1_I2_M1	0.87
MMEL1	P1_I2_M1	0.99
CFAP74	P1_I2_M1	0.95
PRDM16	P1_I2_M1	0.92
CELA2A	P1_I2_M24	1.0
PADI3	P1_I2_M1	0.92
PADI1	P1_I2_M17	0.84
EPHA2	P1_I2_M17	0.81
MYOM3	P1_I2_M8	0.84
RPL11	P1_I2_M15	0.97
C1orf216	P1_I2_M4	0.95
EVA1B	P1_I2_M1	0.83
C1orf94	P1_I2_M2	0.96
DMRTA2	P1_I2_M1	0.99
PLK4	P1_I2_M2	0.91
MAP3K6	P1_I2_M9	0.93
WDTC1	P1_I2_M7	0.86
CELA3A	P1_I2_M24	1.0
NBPF3	P1_I2_M1	0.89
PRKACB	P1_I2_M4	0.92
TINAGL1	P1_I2_M11	0.94
RPS8	P1_I2_M15	0.95
KIF2C	P1_I2_M2	0.95
CYP4B1	P1_I2_M23	0.96
DMRTB1	P1_I2_M2	0.99
SYPL2	P1_I2_M8	0.98
BARHL2	P1_I2_M1	0.99
ZNF697	P1_I2_M1	0.91
STRIP1	P1_I2_M3	0.9
KCNA10	P1_I2_M1	0.99
PSMA5	P1_I2_M1	0.89
FNDC7	P1_I2_M1	0.99
CD53	P1_I2_M5	0.89
ITGA10	P1_I2_M1	0.95
TIPRL	P1_I2_M3	0.9
DCAF6	P1_I2_M8	0.81
GPA33	P1_I2_M21	0.9
TBX19	P1_I2_M1	0.98
XCL1	P1_I2_M1	0.97
XCL2	P1_I2_M1	0.86
POU2F1	P1_I2_M1	0.98
MAEL	P1_I2_M2	0.95
ILDR2	P1_I2_M1	0.88
ADCY10	P1_I2_M2	0.92
NECTIN4	P1_I2_M9	0.92
NUF2	P1_I2_M2	0.94
NR1I3	P1_I2_M6	0.97
F13B	P1_I2_M6	0.99
PRCC	P1_I2_M3	0.87
FCRL5	P1_I2_M5	0.88
PIGM	P1_I2_M1	0.85
CASQ1	P1_I2_M8	0.97
ISG20L2	P1_I2_M2	0.95
CRABP2	P1_I2_M17	0.96
ABL2	P1_I2_M1	0.83
FAM163A	P1_I2_M1	0.96
LHX9	P1_I2_M1	0.93
TUFT1	P1_I2_M9	0.96
SF3B4	P1_I2_M3	0.86
ECM1	P1_I2_M17	0.84
SETDB1	P1_I2_M3	0.88
ADAMTSL4	P1_I2_M11	0.92
PI4KB	P1_I2_M3	0.88
SELENBP1	P1_I2_M21	0.86
SEMA6C	P1_I2_M8	0.95
MRPL9	P1_I2_M3	0.93
C1orf56	P1_I2_M2	0.98
OAZ3	P1_I2_M2	0.96
HORMAD1	P1_I2_M2	0.96
GABPB2	P1_I2_M1	0.86
SYT14	P1_I2_M1	0.95
KCNH1	P1_I2_M1	0.98
DTL	P1_I2_M1	0.81
DYRK3	P1_I2_M2	0.96
INTS7	P1_I2_M2	0.93
VASH2	P1_I2_M1	0.95
TAF1A	P1_I2_M1	0.93
SMYD2	P1_I2_M19	0.88
HHIPL2	P1_I2_M1	0.98
ATP8B2	P1_I2_M16	0.82
FLG2	P1_I2_M9	0.95
CRNN	P1_I2_M17	0.98
TPM3	P1_I2_M8	0.92
NUP210L	P1_I2_M2	0.97
SLC27A3	P1_I2_M12	0.82
UBAP2L	P1_I2_M3	0.88
EFNA3	P1_I2_M9	0.93
AQP10	P1_I2_M10	0.95
GATAD2B	P1_I2_M1	0.82
ILF2	P1_I2_M3	0.8
HCN3	P1_I2_M1	0.98
FLG	P1_I2_M9	0.95
ACTA1	P1_I2_M8	0.97
SCCPDH	P1_I2_M2	0.86
CEP170	P1_I2_M2	0.9
DEGS1	P1_I2_M9	0.89
CNIH3	P1_I2_M1	0.92
C1orf35	P1_I2_M1	0.86
WNT9A	P1_I2_M1	0.92
REN	P1_I2_M13	0.86
SYT2	P1_I2_M1	0.99
ARL8A	P1_I2_M4	0.86
ABCG8	P1_I2_M10	0.9
CHAC2	P1_I2_M1	0.92
RPS27A	P1_I2_M15	0.97
WDPCP	P1_I2_M1	0.95
VPS54	P1_I2_M7	0.87
REG3G	P1_I2_M12	0.89
ABHD1	P1_I2_M2	0.9
MEIS1	P1_I2_M16	0.83
TRIM43B	P1_I2_M1	0.99
TRIM43	P1_I2_M1	0.99
CIAO1	P1_I2_M3	0.85
SNRNP200	P1_I2_M3	0.89
ANKRD53	P1_I2_M1	0.91
NAT8	P1_I2_M13	0.97
DQX1	P1_I2_M1	0.81
THNSL2	P1_I2_M7	0.87
RALB	P1_I2_M7	0.95
C1QL2	P1_I2_M1	0.99
NT5DC4	P1_I2_M1	0.99
ZC3H8	P1_I2_M1	0.87
CNGA3	P1_I2_M1	0.98
LYG1	P1_I2_M1	0.81
UBXN4	P1_I2_M3	0.85
NXPH2	P1_I2_M1	0.89
THSD7B	P1_I2_M1	0.98
GPR17	P1_I2_M1	0.9
POLR2D	P1_I2_M2	0.95
SCN1A	P1_I2_M1	0.95
SLC4A10	P1_I2_M4	0.96
DLX1	P1_I2_M1	0.98
FAM171B	P1_I2_M4	0.98
CCDC150	P1_I2_M1	0.97
UNC80	P1_I2_M1	0.9
PTH2R	P1_I2_M1	0.98
NBEAL1	P1_I2_M1	0.92
KANSL1L	P1_I2_M7	0.96
NYAP2	P1_I2_M1	0.99
RHBDD1	P1_I2_M3	0.89
ACKR3	P1_I2_M11	0.83
HES6	P1_I2_M4	0.92
ESPNL	P1_I2_M1	0.99
ANKMY1	P1_I2_M2	0.94
COPS7B	P1_I2_M3	0.9
DIS3L2	P1_I2_M3	0.86
CPNE9	P1_I2_M1	0.94
TAMM41	P1_I2_M1	0.91
4-Mar	P1_I2_M1	0.96
STK11IP	P1_I2_M2	0.81
GRIP2	P1_I2_M1	0.87
CNTN4	P1_I2_M7	0.87
GADL1	P1_I2_M1	0.95
FAM198A	P1_I2_M1	0.82
SLC22A14	P1_I2_M1	0.95
RPL32	P1_I2_M15	0.96
PTPRG	P1_I2_M7	0.95
SLC25A26	P1_I2_M1	0.85
TMF1	P1_I2_M3	0.85
LRTM1	P1_I2_M1	0.91
RP11-977G19.10	P1_I2_M1	0.94
ZNF660	P1_I2_M1	0.99
NFKBIZ	P1_I2_M14	0.89
ADGRG7	P1_I2_M10	0.95
MYH15	P1_I2_M1	0.99
TAGLN3	P1_I2_M4	0.97
PLA1A	P1_I2_M12	0.87
IGSF11	P1_I2_M2	0.89
NR1I2	P1_I2_M10	0.86
AGTR1	P1_I2_M11	0.94
ALDH1L1	P1_I2_M6	0.83
SPATA16	P1_I2_M2	0.98
FAM86B2	P1_I2_M1	0.98
LPP	P1_I2_M16	0.87
UCN2	P1_I2_M1	0.89
DCAF1	P1_I2_M2	0.93
STXBP5L	P1_I2_M1	0.82
TM4SF19	P1_I2_M1	0.97
MUC4	P1_I2_M1	0.99
AHSG	P1_I2_M6	0.99
FIP1L1	P1_I2_M3	0.82
SLC26A1	P1_I2_M1	0.94
LYAR	P1_I2_M2	0.94
CENPC	P1_I2_M1	0.98
EPHA5	P1_I2_M1	0.88
SLC10A4	P1_I2_M1	0.97
SLC10A6	P1_I2_M1	0.84
SCD5	P1_I2_M4	0.89
CABS1	P1_I2_M2	0.97
GC	P1_I2_M6	0.97
TRMT10A	P1_I2_M1	0.86
KLHL8	P1_I2_M12	0.92
SNCA	P1_I2_M4	0.9
DDIT4L	P1_I2_M8	0.93
SPATA5	P1_I2_M1	1.0
FABP2	P1_I2_M10	0.91
1-Mar	P1_I2_M5	0.91
RPS3A	P1_I2_M15	0.96
RNF175	P1_I2_M1	0.92
GLRA3	P1_I2_M1	0.96
ROPN1L	P1_I2_M2	0.94
6-Mar	P1_I2_M7	0.81
NKD2	P1_I2_M1	0.97
CDH18	P1_I2_M1	0.86
ADAMTS16	P1_I2_M1	0.9
RPL37	P1_I2_M15	0.84
SKP2	P1_I2_M11	0.96
UGT3A1	P1_I2_M13	0.9
FAM159B	P1_I2_M1	0.98
GZMA	P1_I2_M5	0.84
HAPLN1	P1_I2_M11	0.96
BHMT	P1_I2_M13	0.86
ANKRD31	P1_I2_M1	0.97
GIN1	P1_I2_M1	0.97
BDP1	P1_I2_M1	0.99
GTF2H2	P1_I2_M1	0.95
SLC30A5	P1_I2_M3	0.83
BTF3	P1_I2_M15	0.96
SPATA9	P1_I2_M2	0.98
TNFAIP8	P1_I2_M5	0.85
MEGF10	P1_I2_M1	0.9
YIPF5	P1_I2_M3	0.81
LECT2	P1_I2_M6	0.99
SLC25A48	P1_I2_M1	0.86
DDX46	P1_I2_M3	0.87
IL9	P1_I2_M1	0.99
TIMD4	P1_I2_M2	0.9
C1QTNF2	P1_I2_M1	0.98
GABRA6	P1_I2_M1	0.99
GABRB2	P1_I2_M4	0.97
FBXO38	P1_I2_M3	0.88
SPINK7	P1_I2_M17	0.98
PCYOX1L	P1_I2_M1	0.82
GLRA1	P1_I2_M1	0.99
ZNF300	P1_I2_M1	0.87
N4BP3	P1_I2_M1	0.89
RMND5B	P1_I2_M2	0.82
CPLX2	P1_I2_M4	0.83
TENM2	P1_I2_M1	0.84
FAM50B	P1_I2_M1	0.83
MYLK4	P1_I2_M1	0.94
FAM217A	P1_I2_M1	0.85
CDKAL1	P1_I2_M1	0.85
PSD2	P1_I2_M4	0.96
GFRA3	P1_I2_M1	0.94
KLHL3	P1_I2_M1	0.89
HIST1H2BA	P1_I2_M1	0.96
KAAG1	P1_I2_M1	0.99
TRIM7	P1_I2_M8	0.91
MUT	P1_I2_M6	0.84
RASGEF1C	P1_I2_M1	0.9
DOK3	P1_I2_M5	0.84
PPP1R18	P1_I2_M5	0.94
DAAM2	P1_I2_M4	0.9
MLIP	P1_I2_M19	0.84
HMGCLL1	P1_I2_M1	0.89
LGSN	P1_I2_M1	0.98
FGD2	P1_I2_M5	0.89
TTBK1	P1_I2_M1	0.87
TCTE1	P1_I2_M2	0.86
RPL7L1	P1_I2_M3	0.86
NFKBIE	P1_I2_M5	0.92
IRAK1BP1	P1_I2_M14	0.96
PRSS35	P1_I2_M1	0.89
MMS22L	P1_I2_M1	0.95
GABRR1	P1_I2_M1	0.99
TBC1D32	P1_I2_M1	0.99
CLVS2	P1_I2_M1	0.9
GPR6	P1_I2_M1	0.99
RNF217	P1_I2_M7	0.96
TAAR2	P1_I2_M1	0.99
TAAR6	P1_I2_M1	0.99
TAAR8	P1_I2_M1	0.99
TAAR1	P1_I2_M1	0.95
SHPRH	P1_I2_M1	0.82
PNLDC1	P1_I2_M1	0.96
ZMYM4	P1_I2_M3	0.86
VWDE	P1_I2_M1	0.98
SDK1	P1_I2_M1	0.88
CCZ1B	P1_I2_M7	0.86
RBAK	P1_I2_M1	0.9
FERD3L	P1_I2_M1	0.99
IGFBP3	P1_I2_M11	0.92
IGFBP1	P1_I2_M6	0.88
SSC4D	P1_I2_M1	0.98
POMZP3	P1_I2_M1	0.93
CCT6A	P1_I2_M3	0.82
TRIM50	P1_I2_M1	0.94
ZNF92	P1_I2_M1	0.85
ATXN7L1	P1_I2_M1	0.9
ASB15	P1_I2_M8	0.89
TRIM4	P1_I2_M3	0.86
MEPCE	P1_I2_M3	0.82
ZAN	P1_I2_M1	0.99
TMEM209	P1_I2_M3	0.84
AGBL3	P1_I2_M1	0.94
STRA8	P1_I2_M1	0.99
ZC3HAV1L	P1_I2_M1	0.81
EPHA1	P1_I2_M7	0.94
NOM1	P1_I2_M1	0.97
CNPY1	P1_I2_M1	0.99
SHROOM2	P1_I2_M1	0.88
RAB19	P1_I2_M1	0.94
LUC7L2	P1_I2_M3	0.87
TMEM27	P1_I2_M13	0.98
SH3KBP1	P1_I2_M5	0.81
TMEM47	P1_I2_M16	0.82
LANCL3	P1_I2_M1	0.99
SYTL5	P1_I2_M1	0.84
SPIN2A	P1_I2_M1	0.99
AKAP4	P1_I2_M2	0.95
CCNB3	P1_I2_M1	0.97
ZNF157	P1_I2_M1	0.99
ZNF182	P1_I2_M1	0.94
CHST7	P1_I2_M1	0.88
ZNF41	P1_I2_M1	0.82
RAB41	P1_I2_M1	0.98
GPR174	P1_I2_M5	0.89
CCDC120	P1_I2_M1	0.81
LPAR4	P1_I2_M1	0.98
AWAT2	P1_I2_M1	0.99
GCNA	P1_I2_M1	0.88
ZNF711	P1_I2_M2	0.9
CPXCR1	P1_I2_M1	0.96
NXF3	P1_I2_M2	0.89
RIPPLY1	P1_I2_M1	0.98
CXorf57	P1_I2_M1	0.92
FRMPD3	P1_I2_M1	0.96
